softwareName,identifier,description,sourceCodeURL,creationDate,lastModified,officialWebsite,hasLicense,isOpenSource,hasKeyword,hasPublisher,hasContributor,hasIssue,programmingLanguage,hasBranch,hasDependency
maven,apache/maven,Apache Maven core,https://github.com/apache/maven,2009-05-21,2025-07-24,https://maven.apache.org/ref/current,Apache License 2.0,true,"maven, java, build-management, apache-maven, hacktoberfest",apache,"jvanzyl, bentmann, brettporter, jdcasey, hboutemy, gnodet, cstamas, michael-o, carlossg, mosabua, olamy, dependabot[bot], rfscholte, neonics, khmarbaise, ifedorenko, slawekjaranowski, stephenc, trygvis, brianf, slachiewicz, krosenvold, elharo, aheritier, mthmulders, MartinKanters, ChristianSchulte, kwin, bimargulies, josephw, desruisseaux, CrazyHZM, arturobernalg, dennisl, markhobson, oehme, Tibor17, hazendaz, Pankraz76, Giovds, mcculls, psiroky, mickaelistria, atanasenko, chrisdutz, reinsch82, andham, rgoers, vdotjansen, ttddyy, hgschmie, timtebeek, sebastien-doyon, bdemers, rosti-il, agudian, KroArtem, fbricon, tbw777, famod, pzygielo, sungpeo, rpelisse, rmannibucau, mches, marcwrobel, gzm55, guylabs, belingueres, eolivelli, sultan, kun-lu20, mickroll, nerro, MarkIngramTrafigura, jglick, dkulp, cboehme, bmarwell, c00ler, breun, okorz001, onisuzume, CiTuX, pshevche, ralscha, sparsick, sepe81, fulldecent, XenoAmess, dejan2609, dependabot-preview[bot], kaifeng-h, juulhobert, ijliym, lujiefsi, markdingram, tssp, splatch, grkvlt, LuboVarga, srdo, aahlenst, elexx, akeeton, briandealwis, bou2you, ProfAccCH, etzelc, bhamail, kingargyle, dbmeneses, mkrizmanic, dodgex, struberg, ksperling, ManagedServicesDevOpsTeam3, julianhyde, jonasrutishauser, izeye, jjkester, hpragt, Dufgui, ewiegs4, osi, philwebb, PoojaChandak, abstratt, dehasi, saturnism, rotty3000, lexandro, coder-hugo, scottkurz, pavelhoral, ottlinger, oblivia-simplex, nielsbasjes, ndeloof, nemo9cby, MysterionRise, mfriedenhagen, msimacek, Bananeweizen, w6et, thelproad, xinyeah, RainYuY, robertpatrick, kevin-canadian, iddeepak, georgiosmakrhs, danthe1st, carrychair, boris-unckel, a-horst, yuehcw, vivkong, patope, broodjetom, oberlies, skitt, stefaneicher, SimonBaars, stokito, lgxbslgx, gastaldi, formap, fabcipriano, caidezhi, laeubi, huembert-cs, cchacin, bvolpato, blindpirate, ecki, august782, ArloL, arcivanov, andrzejj0, veithen, azaretsky, alexhenrie, alzimmermsft, AbdelHajou, AElMehdi, mbien, Bukama, mbenson, oching, Marcono1234, marcphilipp, mbruggmann, maoshuai, tadukurow, koraytugay, keith-turner, kamilkrzywanski, jsoref, kwart, jmtd, johnlinp, jmhodges, Gakiii, hiufung-kwok, hwellmann, aamotharald",686,Java,"MNG-4463, MNG-4645+MNG-6772, MNG-5001, MNG-5227, MNG-5563, MNG-5567, MNG-5600-sl, MNG-5693, MNG-6135, MNG-6732, MNG-6825, MNG-6829, MNG-6889, MNG-6960-3.8.x, MNG-7273, MNG-7276, MNG-7384, MNG-7422, MNG-7532, MNG-7641, MNG-7670, MNG-7758_workaround, MNG-7777-guice6, MNG-7938, MPOM-215, MRESOLVER-94, branch-maven-4.0.0-rc-2, close, code-enhancement-jdk17, dependabot/maven/jetty9Version-11.0.25, dpc, feature/generate-plugin-descriptor-bean-and-reader-from-model, feature/optimize-composite-bean-helper-performance, feature/plugin-descriptor-with-extensions, first-module-fail, fix-site-generation, jenkinsfile-mimir, local, logger-levels-config, map, markdown, master, maven-2.2.x, maven-3.x-next, maven-3.0.x, maven-3.8.x, maven-3.8.x-resolver-1.7.x, maven-3.8.x-resolver-1.8.x, maven-3.8.x-resolver-1.9.x, maven-3.9.x, maven-4.0.x, maven-parent-35, mdo, mng-5668-poc, more, mvn4, mvnup, namespace, ns, order, pre-reset-master, prefix, protect, qube, refactor/getVersionConstraint, release-scripts, resolver-locking-mode, slf4j-gossip, slf4j-log4j2.5","org.apache.maven:maven-artifact:${project.version}, org.apache.maven:maven-builder-support:${project.version}, org.apache.maven:maven-jline:${project.version}, org.apache.maven:maven-logging:${project.version}, org.apache.maven:maven-core:${project.version}, org.apache.maven:maven-impl:${project.version}, org.apache.maven:maven-embedder:${project.version}, org.apache.maven:maven-cli:${project.version}, org.apache.maven:maven-model:${project.version}, org.apache.maven:maven-api-core:${project.version}, org.apache.maven:maven-api-annotations:${project.version}, org.apache.maven:maven-api-model:${project.version}, org.apache.maven:maven-api-settings:${project.version}, org.apache.maven:maven-api-spi:${project.version}, org.apache.maven:maven-api-toolchain:${project.version}, org.apache.maven:maven-api-plugin:${project.version}, org.apache.maven:maven-api-xml:${project.version}, org.apache.maven:maven-api-di:${project.version}, org.apache.maven:maven-api-metadata:${project.version}, org.apache.maven:maven-api-cli:${project.version}, org.apache.maven:maven-di:${project.version}, org.apache.maven:maven-support:${project.version}, org.apache.maven:maven-model-builder:${project.version}, org.apache.maven:maven-plugin-api:${project.version}, org.apache.maven:maven-repository-metadata:${project.version}, org.apache.maven:maven-resolver-provider:${project.version}, org.apache.maven:maven-settings:${project.version}, org.apache.maven:maven-settings-builder:${project.version}, org.apache.maven:maven-toolchain-model:${project.version}, org.apache.maven:maven-toolchain-builder:${project.version}, org.apache.maven:maven-xml:${project.version}, org.apache.maven:maven-compat:${project.version}, org.codehaus.plexus:plexus-xml:${plexusXmlVersion}, com.google.inject:guice:${guiceVersion}, com.google.guava:guava:${guavaVersion}, org.eclipse.sisu:org.eclipse.sisu.plexus:${sisuVersion}, javax.annotation:javax.annotation-api:${javaxAnnotationApiVersion}, org.eclipse.sisu:org.eclipse.sisu.inject:${sisuVersion}, org.ow2.asm:asm:${asmVersion}, javax.inject:javax.inject:1, org.codehaus.plexus:plexus-classworlds:${classWorldsVersion}, org.codehaus.plexus:plexus-interpolation:${plexusInterpolationVersion}, org.codehaus.plexus:plexus-interactivity-api:${plexusInteractivityVersion}, org.jline:jline-reader:${jlineVersion}, org.jline:jline-style:${jlineVersion}, org.jline:jline-builtins:${jlineVersion}, org.jline:jline-console:${jlineVersion}, org.jline:jline-console-ui:${jlineVersion}, org.jline:jline-terminal:${jlineVersion}, org.jline:jline-terminal-ffm:${jlineVersion}, org.jline:jline-terminal-jni:${jlineVersion}, org.jline:jline-native:${jlineVersion}, org.jline:jansi-core:${jlineVersion}, org.slf4j:slf4j-api:${slf4jVersion}, org.slf4j:slf4j-simple:${slf4jVersion}, ch.qos.logback:logback-classic:${logbackClassicVersion}, org.apache.maven.wagon:wagon-provider-api:${wagonVersion}, org.apache.maven.wagon:wagon-file:${wagonVersion}, org.apache.maven.wagon:wagon-http:${wagonVersion}, org.apache.maven.resolver:maven-resolver-api:${resolverVersion}, org.apache.maven.resolver:maven-resolver-spi:${resolverVersion}, org.apache.maven.resolver:maven-resolver-impl:${resolverVersion}, org.apache.maven.resolver:maven-resolver-util:${resolverVersion}, org.apache.maven.resolver:maven-resolver-named-locks:${resolverVersion}, org.apache.maven.resolver:maven-resolver-connector-basic:${resolverVersion}, org.apache.maven.resolver:maven-resolver-transport-file:${resolverVersion}, org.apache.maven.resolver:maven-resolver-transport-apache:${resolverVersion}, org.apache.maven.resolver:maven-resolver-transport-jdk:${resolverVersion}, org.apache.maven.resolver:maven-resolver-transport-wagon:${resolverVersion}, commons-cli:commons-cli:${commonsCliVersion}, commons-jxpath:commons-jxpath:${jxpathVersion}, org.codehaus.plexus:plexus-sec-dispatcher:${securityDispatcherVersion}, com.fasterxml.woodstox:woodstox-core:${woodstoxVersion}, org.codehaus.woodstox:stax2-api:${stax2ApiVersion}, org.xmlunit:xmlunit-assertj:${xmlunitVersion}, org.xmlunit:xmlunit-core:${xmlunitVersion}, org.xmlunit:xmlunit-matchers:${xmlunitVersion}, org.hamcrest:hamcrest:${hamcrestVersion}, org.assertj:assertj-core:${assertjVersion}, org.codehaus.plexus:plexus-testing:${plexusTestingVersion}, org.junit:junit-bom:${junitVersion}, org.mockito:mockito-bom:${mockitoVersion}, net.bytebuddy:byte-buddy:${byteBuddyVersion}, com.google.jimfs:jimfs:1.3.1, org.jdom:jdom2:2.0.6.1, org.openjdk.jmh:jmh-core:${jmhVersion}, org.openjdk.jmh:jmh-generator-annprocess:${jmhVersion}, net.sourceforge.pmd:pmd-core:7.15.0, org.ow2.asm:asm:${asmVersion}, org.apache.maven.resolver:maven-resolver-tools:${resolverVersion}"
